Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Max Bid,Median Bid,Min Bid,Instructor,School/Department
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR001,Leadership and Team Building,G8,45,45,0,0,0,45,0.00,0.00,0.00,HANOI LOK,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR001,Leadership and Team Building,G9,45,45,0,0,0,45,0.00,0.00,0.00,HANOI LOK,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G1,45,45,1,0,0,45,22.02,22.02,22.02,GARY GREGURAS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G10,45,45,1,1,0,45,45.57,37.25,28.92,MA KHENG MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G11,45,45,9,0,7,38,28.08,28.08,28.08,POORNIMA LUTHRA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G12,45,45,3,0,3,42,0.00,0.00,0.00,POORNIMA LUTHRA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G13,45,45,1,0,0,45,90.00,90.00,90.00,BASHSHUR MICHAEL RAMSAY,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G14,45,45,1,0,0,45,35.05,35.05,35.05,BASHSHUR MICHAEL RAMSAY,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G15,45,45,2,0,2,43,0.00,0.00,0.00,BASHSHUR MICHAEL RAMSAY,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G16,45,45,0,0,0,45,0.00,0.00,0.00,BASHSHUR MICHAEL RAMSAY,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G17,45,45,1,0,0,45,50.00,50.00,50.00,MICHAEL DANIELS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G18,45,45,2,0,1,44,42.01,42.01,42.01,MICHAEL DANIELS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G19,45,45,45,0,3,42,93.54,22.88,10.00,ELIZABETH LAYNE PADDOCK,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G2,45,45,0,1,1,44,0.00,0.00,0.00,GARY GREGURAS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G3,45,45,7,0,5,40,32.02,31.03,30.03,JOCHEN REB,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G4,45,45,12,0,8,37,25.88,11.99,10.99,JOCHEN REB,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G5,45,45,6,0,5,40,51.10,51.10,51.10,JOCHEN REB,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G6,45,45,3,0,2,43,37.18,37.18,37.18,ELIZABETH LAYNE PADDOCK,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G7,45,45,1,1,2,43,0.00,0.00,0.00,ELIZABETH LAYNE PADDOCK,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G8,45,45,3,0,0,45,50.00,30.17,30.17,ELIZABETH LAYNE PADDOCK,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,G9,45,45,4,0,1,44,75.00,17.99,17.64,MA KHENG MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR101,Management of People at Work,SG1,3,3,1,0,1,2,0.00,0.00,0.00,GARY GREGURAS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR201,Human Capital Management,G1,45,45,0,0,0,45,0.00,0.00,0.00,DEVASHEESH PRAKASH BHAVE,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR201,Human Capital Management,G2,45,45,3,0,0,45,56.90,47.48,41.60,DEVASHEESH PRAKASH BHAVE,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR203,Personnel Selection,G1,45,45,26,0,23,22,50.17,10.36,10.00,GARY GREGURAS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR204,Training & Development,G1,45,45,31,0,28,17,38.99,38.91,10.02,CHOW WAI FONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR222,Business Negotiation and Conflict Management,G1,45,45,7,0,5,40,38.78,35.34,31.90,MICHAEL BENOLIEL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR222,Business Negotiation and Conflict Management,G2,45,45,1,3,3,42,30.00,30.00,30.00,MICHAEL BENOLIEL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR222,Business Negotiation and Conflict Management,G3,45,45,2,0,0,45,95.60,77.44,59.27,MICHAEL BENOLIEL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR225,Technology Solutions for Human Resource Development and Management,G1,45,45,29,0,21,24,66.99,32.45,10.01,KAN SIEW NING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR226,"Strategic HR Transformation, Analytics and HR Metrics",G1,45,45,21,0,19,26,10.00,10.00,10.00,KAN SIEW NING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR227,Managing Work-life Balance – Myth or Reality?,G1,45,45,15,0,5,40,45.99,17.50,10.10,RUTH CHIANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR227,Managing Work-life Balance – Myth or Reality?,G3,45,45,21,0,19,26,40.00,30.50,21.00,TANVI GAUTAM,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR228,The Psychology of Managerial Decision Making,G1,45,45,20,2,17,28,60.10,19.39,11.99,JOCHEN REB,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OBHR229,Talent Management,G1,45,45,30,0,29,16,15.00,15.00,15.00,SEBASTIAN TAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G1,45,45,0,0,0,45,0.00,0.00,0.00,JOYCE LOW MEI WAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G10,45,45,3,2,2,43,49.12,30.66,18.30,LIEW SING LOON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G11,45,45,2,0,1,44,25.88,25.88,25.88,LIEW SING LOON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G12,45,45,3,0,1,44,30.00,22.15,14.30,RADHAKRISHNAN ROYAL NAIDU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G13,45,45,1,0,0,45,70.70,70.70,70.70,RADHAKRISHNAN ROYAL NAIDU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G2,45,45,2,0,2,43,0.00,0.00,0.00,JOYCE LOW MEI WAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G3,45,45,1,0,0,45,35.83,35.83,35.83,JOYCE LOW MEI WAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G4,45,45,1,0,1,44,0.00,0.00,0.00,"ZHENG ZHICHAO, DANIEL",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G5,45,45,1,0,0,45,28.00,28.00,28.00,"ZHENG ZHICHAO, DANIEL",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G6,45,45,1,0,1,44,0.00,0.00,0.00,"ZHENG ZHICHAO, DANIEL",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G7,45,45,2,0,0,45,64.55,54.85,45.15,SHARAFALI MOOSA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G8,45,45,1,0,0,45,57.77,57.77,57.77,SHARAFALI MOOSA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,G9,45,45,1,0,0,45,41.28,41.28,41.28,SHARAFALI MOOSA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,SG1,3,3,2,0,2,1,0.00,0.00,0.00,JOYCE LOW MEI WAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,SG2,3,0,0,0,0,2,0.00,0.00,0.00,SHARAFALI MOOSA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM101,Management Science,SG91,3,3,2,0,2,1,0.00,0.00,0.00,"PASCALE CRAMA, PASCALE CRAMA",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G1,45,45,5,0,3,42,28.00,21.56,15.11,BUKET AVCI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G10,45,45,5,1,6,39,0.00,0.00,0.00,KOH NIAK WU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G11,45,45,3,1,4,41,0.00,0.00,0.00,LOW CHEE SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G2,45,45,1,1,0,45,35.07,27.64,20.20,BUKET AVCI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G3,45,45,4,0,1,44,25.00,11.88,11.88,BUKET AVCI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G4,45,45,3,0,0,45,100.00,100.00,60.00,WEE KWAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G5,45,45,2,0,1,44,53.76,53.76,53.76,WEE KWAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G6,45,45,1,0,1,44,0.00,0.00,0.00,WEE KWAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G7,45,45,1,0,0,45,65.00,65.00,65.00,WEE KWAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G8,45,45,3,0,0,45,33.20,30.00,21.01,KOH NIAK WU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM201,Business Processes,G9,45,45,17,0,8,37,100.00,27.10,10.00,KOH NIAK WU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM311,Service Processes,G1,45,45,6,3,3,42,40.01,20.42,10.02,"WILLIAM CHIA, MARCUS ANG TECK MENG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM311,Service Processes,G2,45,45,45,0,32,13,30.00,13.00,10.00,"WILLIAM CHIA, MARCUS ANG TECK MENG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM313,Project Management,G1,45,45,3,0,2,43,28.51,28.51,28.51,SUBRATA PAL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM313,Project Management,G2,45,45,4,0,3,42,10.01,10.01,10.01,SUBRATA PAL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM313,Project Management,G3,45,45,10,3,11,34,30.90,20.46,10.01,SUBRATA PAL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM314,Logistics and Transportation Management,G1,45,45,3,0,0,45,150.00,132.89,60.39,JOYCE LOW MEI WAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM319,Operations Strategy: Principles and Practice,G1,45,45,6,0,1,44,56.00,36.10,12.00,SUBRATA PAL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM321,Supply Chain Management,G1,45,45,4,0,2,43,51.10,36.05,20.99,LOW CHEE SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM321,Supply Chain Management,G2,45,45,2,0,0,45,63.10,56.18,49.26,LOW CHEE SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM321,Supply Chain Management,G3,45,45,6,0,4,41,60.00,35.00,10.00,LOW CHEE SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM321,Supply Chain Management,SG1,3,3,2,0,2,1,0.00,0.00,0.00,LOW CHEE SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,OPIM340,Retail Operations,G1,45,45,2,0,0,45,53.76,53.38,53.00,BHARANI KRISHNAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PHIL207,Introduction to Classical Chinese Philosophy,G1,45,45,2,0,0,45,90.00,89.95,89.90,STEVEN BURIK,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC003,Introduction to Political and Policy Studies,G1,45,43,13,0,8,35,30.00,15.00,10.23,EDUARD JORDAAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC003,Introduction to Political and Policy Studies,G2,45,43,14,0,5,38,51.75,17.01,10.00,EDUARD JORDAAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC003,Introduction to Political and Policy Studies,G3,45,43,12,0,7,36,23.33,12.00,10.00,JACOB RICKS,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC003,Introduction to Political and Policy Studies,G4,45,43,12,0,0,43,75.80,40.51,25.02,EDUARD JORDAAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC103,World Politics,G1,46,46,1,0,0,46,69.00,69.00,69.00,CLARA PORTELA,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC208,Security Studies,G1,45,45,13,1,10,35,38.99,18.23,10.00,CLARA PORTELA,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC211,European Union Politics,G1,45,45,6,0,2,43,50.00,40.28,17.35,CLARA PORTELA,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC309,Conflict and Justice in International Relations,G1,45,45,1,1,0,45,40.91,40.46,40.00,EDUARD JORDAAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC316,The Politics of Water in Asia,G1,45,45,4,2,2,43,81.02,33.79,10.01,JACOB RICKS,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,POSC401,Senior Thesis in Political Issue,G1,1,1,0,0,0,1,0.00,0.00,0.00,BAE YOOIL,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PPPM101,Public Sector Management,G1,45,45,1,2,0,45,62.02,46.32,43.28,BAE YOOIL,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC001,Introduction to Psychology,G1,45,43,11,0,0,43,42.44,35.00,28.89,IVY LAU,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC001,Introduction to Psychology,G2,45,43,13,0,2,41,35.83,12.89,10.00,IVY LAU,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC001,Introduction to Psychology,G3,45,43,12,0,0,43,90.00,40.01,20.01,IVY LAU,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC001,Introduction to Psychology,G4,45,43,13,0,0,43,90.00,29.33,16.99,IVY LAU,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC102,Abnormal Psychology,G1,45,45,3,0,0,45,170.10,134.15,92.09,CHRISTIE SCOLLON,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC105,Industrial and Organisational Psychology,G1,45,45,20,1,20,25,10.11,10.11,10.11,SERENA WEE,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC107,Psychology of Individual Differences,G1,45,45,26,1,25,20,12.23,11.17,10.11,CHENG CHI-YING,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC107,Psychology of Individual Differences,G2,45,45,9,1,7,38,40.01,15.01,13.14,CHENG CHI-YING,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC108,Social Psychology,G1,45,45,4,0,0,45,62.27,40.97,40.11,"EVELYN AU, EVELYN AU",SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC108,Social Psychology,G2,45,45,3,0,0,45,45.71,42.29,37.05,"EVELYN AU, EVELYN AU",SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC108,Social Psychology,G3,45,45,4,1,0,45,110.55,66.66,45.99,"EVELYN AU, EVELYN AU",SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC110,Psychology Research Methods I,G1,45,45,0,0,0,45,0.00,0.00,0.00,JENNIFER TONG YUK YUE,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC110,Psychology Research Methods I,G2,45,45,0,0,0,45,0.00,0.00,0.00,JENNIFER TONG YUK YUE,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC110,Psychology Research Methods I,G3,45,45,0,0,0,45,0.00,0.00,0.00,JENNIFER TONG YUK YUE,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC201,Psychometrics and Psychological Testing,G1,45,45,5,0,4,41,12.01,12.01,12.01,WILLIAM TOV,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC202,Cultural Psychology,G1,45,45,24,0,21,24,20.00,12.19,10.11,CHENG CHI-YING,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC401,Senior Thesis in Psychology,G1,1,1,0,0,0,1,0.00,0.00,0.00,SERENA WEE,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC401,Senior Thesis in Psychology,G2,1,1,0,0,0,1,0.00,0.00,0.00,WILLIAM TOV,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC401,Senior Thesis in Psychology,G3,1,1,0,0,0,1,0.00,0.00,0.00,YANG HWAJIN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC401,Senior Thesis in Psychology,G4,1,1,0,0,0,1,0.00,0.00,0.00,GRACE PARK,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,PSYC401,Senior Thesis in Psychology,G5,1,1,0,0,0,1,0.00,0.00,0.00,ANGELA LEUNG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF201,Linear Algebra and Regression,G1,45,45,14,0,7,38,45.00,12.64,10.00,SHIRLEY HUANG JUNYING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF202,Differential Equations,G1,45,45,29,1,29,16,10.00,10.00,10.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF203,Real Analysis,G1,45,45,34,0,33,12,10.00,10.00,10.00,TEE CHYNG WEN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF204,Probability and Finance Theory,G1,45,45,17,1,13,32,20.00,11.99,10.00,TEE CHYNG WEN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF205,Computing Technology For Finance,G1,45,45,6,0,0,45,199.99,37.50,15.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF301,Structured Finance,G1,45,45,13,1,12,33,20.00,15.00,10.00,TEE CHYNG WEN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF302,Investment and Financial Data Analysis,G1,45,45,29,0,26,19,61.61,10.00,10.00,"TING HIAN ANN, CHRISTOPHER",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF304,Numerical Methods,G1,45,45,32,0,31,14,10.00,10.00,10.00,SHIRLEY HUANG JUNYING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,QF305,Global Financial Risk Management,G1,45,45,5,1,0,45,100.00,33.75,10.00,SHIRLEY HUANG JUNYING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG001,Understanding Societies,G1,45,43,12,0,0,43,72.68,37.50,28.57,CHUNG WAI KEUNG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG001,Understanding Societies,G2,45,43,12,0,4,39,69.88,24.37,10.01,CHUNG WAI KEUNG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG001,Understanding Societies,G3,45,43,12,0,6,37,60.00,25.00,11.05,CHUNG WAI KEUNG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG001,Understanding Societies,G4,45,43,13,0,9,34,45.60,21.77,12.00,GAO YANG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG110,Deconstructing Singapore Society,G1,45,45,4,1,0,45,56.00,20.00,10.00,NAFIS HANIF,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG201,Social Stratification and Inequality,G1,45,45,1,0,0,45,58.00,58.00,58.00,BUSSARAWAN TEERAWICHITCHAINAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG201,Social Stratification and Inequality,G2,45,45,2,0,2,43,0.00,0.00,0.00,BUSSARAWAN TEERAWICHITCHAINAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG212,Population and Society,G1,45,45,3,1,0,45,39.93,31.45,23.05,BUSSARAWAN TEERAWICHITCHAINAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG218,Social Problems in Asia,G1,45,45,2,0,0,45,100.00,95.63,91.26,CHUNG WAI KEUNG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG304,Social Networks,G1,45,45,13,1,12,33,15.00,12.50,10.00,NICHOLAS HARRIGAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG304,Social Networks,G2,45,45,16,1,12,33,25.71,12.99,10.50,NICHOLAS HARRIGAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG401,Senior Thesis in Sociology,G1,1,1,0,0,0,1,0.00,0.00,0.00,CHUNG WAI KEUNG,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG401,Senior Thesis in Sociology,G2,1,1,0,0,0,1,0.00,0.00,0.00,NICHOLAS HARRIGAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SOCG401,Senior Thesis in Sociology,G3,1,1,0,0,0,1,0.00,0.00,0.00,NAFIS HANIF,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SPAN201,Spanish,G1,45,45,1,0,0,45,100.00,100.00,100.00,MARIJO ROMERO,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SPRT002,Introduction to Sport Management – Functional Areas and Issues,G1,45,45,2,0,0,45,75.00,62.51,50.01,ALAN CH'NG T H,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SSCS400,Capstone Seminar,G1,45,45,17,0,16,29,21.99,21.99,21.99,SERENA WEE,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SSCS400,Capstone Seminar,G2,45,45,4,0,4,41,0.00,0.00,0.00,BUSSARAWAN TEERAWICHITCHAINAN,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,SSGS003,Peer Mentoring and Facilitation,G1,46,46,0,0,0,46,0.00,0.00,0.00,"TIMOTHY HSI KAY TEE, GILBERT TAN YIP WEI",SOSS
2013-14 Term 1,SS Workshop Session,Round 2 Window 1,SSW001,Public Policy Roundtable,G1,24,24,4,0,3,21,20.00,20.00,20.00,AARON MANIAM,SOSS
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G1,44,44,1,0,0,44,100.00,100.00,100.00,DENIS LEUNG,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G10,45,45,0,1,1,44,0.00,0.00,0.00,ROSIE CHING,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G11,45,45,0,0,0,45,0.00,0.00,0.00,ROSIE CHING,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G12,45,45,0,0,0,45,0.00,0.00,0.00,ROSIE CHING,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G13,45,45,14,0,9,36,30.00,17.75,10.00,SUTAIP SAW,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G14,45,45,5,1,0,45,59.98,19.50,11.02,SUTAIP SAW,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G15,45,45,13,0,11,34,18.01,17.84,17.67,SUTAIP SAW,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G16,45,45,16,0,12,33,55.03,27.30,10.09,SUTAIP SAW,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G17,45,43,0,0,0,43,0.00,0.00,0.00,RADHAKRISHNAN ROYAL NAIDU,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G18,45,45,0,0,0,45,0.00,0.00,0.00,RADHAKRISHNAN ROYAL NAIDU,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G2,45,45,1,0,0,45,21.01,21.01,21.01,DENIS LEUNG,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G20,45,45,0,0,0,45,0.00,0.00,0.00,ANG WEI LING,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G22,45,45,1,0,1,44,0.00,0.00,0.00,ANG WEI LING,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G23,35,35,4,0,0,35,80.51,67.97,60.00,RADHAKRISHNAN ROYAL NAIDU,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G3,45,45,0,0,0,45,0.00,0.00,0.00,DENIS LEUNG,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G4,45,45,0,0,0,45,0.00,0.00,0.00,DENIS LEUNG,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G5,45,45,0,0,0,45,0.00,0.00,0.00,LIN TING KWONG,SOE
2013-14 Term 1,Regular Academic Session,Round 2 Window 1,STAT101,Introductory Statistics,G6,45,45,0,0,0,45,0.00,0.00,0.00,LIN TING KWONG,SOE
